#     BLOCK:       POFV:   AVE_POFV:      ERROR:
           1   0.0191389   0.0191389           0
           1   0.0356111   0.0356111           0
           1   0.0653611   0.0653611           0
           1    0.207389    0.207389           0
           1    0.298472    0.298472           0
           1    0.262889    0.262889           0
           1    0.296583    0.296583           0
           1     0.42075     0.42075           0
           1    0.506806    0.506806           0
           1    0.499361    0.499361           0
           1    0.517056    0.517056           0
           1    0.468639    0.468639           0
           1    0.445417    0.445417           0
           1    0.437306    0.437306           0
           1    0.494972    0.494972           0
           1    0.290778    0.290778           0
           1    0.143444    0.143444           0
           1    0.152833    0.152833           0
           1    0.192389    0.192389           0
           1   0.0559167   0.0559167           0
           1   0.0346389   0.0346389           0
           1   0.0567778   0.0567778           0
           1   0.0164722   0.0164722           0
           1   0.0142778   0.0142778           0
           1     0.02025     0.02025           0
           1      0.0165      0.0165           0
           1   0.0278056   0.0278056           0
           1  0.00216667  0.00216667           0
           1           0           0           0
           1           0           0           0


           2 8.33333e-05  0.00961111  0.00673716
           2   0.0423333   0.0389722  0.00237666
           2   0.0734722   0.0694167  0.00286771
           2     0.17725    0.192319   0.0106557
           2    0.262167    0.280319    0.012836
           2    0.265472    0.264181 0.000913346
           2    0.397472    0.347028   0.0356696
           2    0.523861    0.472306   0.0364553
           2    0.433194        0.47   0.0260255
           2    0.504333    0.501847  0.00175795
           2    0.535389    0.526222  0.00648181
           2    0.462583    0.465611  0.00214096
           2    0.386833    0.416125   0.0207123
           2    0.420167    0.428736  0.00605951
           2    0.388611    0.441792   0.0376043
           2    0.317972    0.304375  0.00961469
           2    0.158306    0.150875   0.0052542
           2        0.16    0.156417   0.0025338
           2    0.119861    0.156125   0.0256424
           2   0.0745833     0.06525  0.00659966
           2    0.123778   0.0792083   0.0315154
           2       0.049   0.0528889  0.00274986
           2   0.0488889   0.0326806    0.011461
           2   0.0246389   0.0194583  0.00366321
           2      0.0265    0.023375  0.00220971
           2   0.0144722   0.0154861 0.000716928
           2  0.00716667   0.0174861  0.00729695
           2  0.00161111  0.00188889 0.000196419
           2           0           0           0
           2           0           0           0


           3  0.00436111  0.00786111  0.00471324
           3   0.0261944    0.034713   0.0038216
           3   0.0521944   0.0636759  0.00506219
           3       0.217    0.200546  0.00977675
           3    0.272639    0.277759  0.00880892
           3    0.354556    0.294306   0.0246045
           3    0.388306    0.360787      0.0263
           3      0.5355     0.49337   0.0297738
           3    0.393667    0.444556   0.0270674
           3    0.377278    0.460324   0.0339238
           3    0.566139    0.539528   0.0116918
           3    0.453944    0.461722  0.00348131
           3    0.454944    0.429065   0.0173866
           3    0.341806    0.399759   0.0240019
           3    0.382889    0.422157   0.0297571
           3    0.326278    0.311676  0.00875335
           3    0.263917    0.188556   0.0309648
           3    0.202472    0.171769    0.012648
           3    0.121111    0.144454   0.0195717
           3    0.103889   0.0781296   0.0113995
           3   0.0373056   0.0652407   0.0239059
           3   0.0393056   0.0483611  0.00412649
           3   0.0529167   0.0394259  0.00941878
           3  0.00405556   0.0143241  0.00485158
           3  0.00355556   0.0167685  0.00559171
           3   0.0126389    0.014537 0.000910457
           3   0.0111389   0.0153704  0.00516226
           3           0  0.00125926 0.000530505
           3           0           0           0
           3           0           0           0


           4 0.000555556  0.00603472  0.00387266
           4  0.00580556   0.0274861  0.00688372
           4   0.0385278   0.0573889  0.00663774
           4    0.188139    0.197444  0.00780913
           4     0.19275    0.256507   0.0195549
           4    0.334917    0.304458    0.020441
           4    0.308278     0.34766   0.0227666
           4    0.425083    0.476299   0.0267811
           4    0.535639    0.467326   0.0283019
           4       0.591    0.492993   0.0380498
           4    0.575056     0.54841   0.0116644
           4    0.506889    0.473014   0.0101214
           4    0.610583    0.474444   0.0414068
           4    0.310111    0.377347   0.0264722
           4     0.29125    0.389431   0.0360745
           4     0.30325    0.309569  0.00681376
           4    0.242944    0.202153   0.0260384
           4    0.209833    0.181285    0.012566
           4    0.130028    0.140847   0.0150074
           4   0.0823889   0.0791944  0.00859919
           4   0.0268611   0.0556458   0.0197614
           4   0.0345556   0.0449097  0.00430259
           4  0.00661111   0.0312222   0.0100188
           4   0.0396389   0.0206528  0.00657871
           4  0.00930556   0.0149028  0.00449428
           4           0   0.0109028  0.00322058
           4           0   0.0115278  0.00510531
           4           0 0.000944444 0.000482327
           4           0           0           0
           4           0           0           0


           5  0.00472222  0.00577222  0.00310702
           5   0.0273333   0.0274556  0.00550705
           5   0.0842778   0.0627667  0.00716481
           5       0.172    0.192356  0.00772957
           5    0.186722     0.24255   0.0200142
           5     0.15925    0.275417   0.0306945
           5    0.351889    0.348506    0.018229
           5    0.436556     0.46835   0.0225737
           5    0.514667    0.476794   0.0241734
           5       0.533    0.500994   0.0312698
           5      0.5445    0.547628  0.00935773
           5    0.517056    0.481822   0.0112975
           5    0.510611    0.481678   0.0337513
           5    0.478583    0.397594    0.027865
           5    0.373889    0.386322   0.0289932
           5     0.26275    0.300206  0.00999297
           5    0.341694    0.230061   0.0325118
           5    0.205694    0.186167   0.0109601
           5   0.0894444    0.130567   0.0151226
           5   0.0318333   0.0697222   0.0109135
           5   0.0352778   0.0515722   0.0162235
           5   0.0558333   0.0470944  0.00395806
           5   0.0278889   0.0305556  0.00803721
           5   0.0350278   0.0235278  0.00585758
           5   0.0133333   0.0145889  0.00360637
           5  0.00616667  0.00995556  0.00271219
           5           0  0.00922222  0.00457532
           5           0 0.000755556 0.000421227
           5           0           0           0
           5           0           0           0


           6           0  0.00481019  0.00273407
           6  0.00961111   0.0244815  0.00533214
           6   0.0566944   0.0617546  0.00604173
           6    0.135917    0.182949   0.0107343
           6    0.203111    0.235977   0.0177251
           6    0.176667    0.258958   0.0296648
           6    0.296944    0.339912   0.0170968
           6    0.518056    0.476634   0.0202746
           6    0.412222    0.466032   0.0224125
           6    0.625083    0.521676   0.0321786
           6    0.467278    0.534236   0.0145003
           6      0.6355    0.507435   0.0252056
           6    0.498194    0.484431   0.0282381
           6    0.492667     0.41344   0.0273576
           6    0.358861    0.381745   0.0245196
           6    0.253972      0.2925   0.0109008
           6    0.304639    0.242491   0.0293732
           6    0.210667     0.19025  0.00986482
           6    0.132778    0.130935   0.0126067
           6   0.0599444   0.0680926  0.00921543
           6   0.0248611   0.0471204   0.0141172
           6   0.0329444   0.0447361   0.0039388
           6      0.0715   0.0373796  0.00914688
           6   0.0151667   0.0221343  0.00504436
           6  0.00216667   0.0125185   0.0035502
           6 0.000555556  0.00838889  0.00267464
           6 0.000861111   0.0078287  0.00401938
           6  0.00313889  0.00115278 0.000504683
           6           0           0           0
           6           0           0           0


           7   0.0108889  0.00567857  0.00247756
           7   0.0367222   0.0262302  0.00484868
           7   0.0363056    0.058119  0.00617636
           7    0.101972    0.171381   0.0141195
           7    0.223861    0.234246   0.0152772
           7    0.166611    0.245766   0.0282083
           7     0.28775     0.33246   0.0161972
           7    0.548861    0.486952   0.0198307
           7    0.460417     0.46523    0.019225
           7    0.596167    0.532317   0.0292885
           7    0.411889    0.516758   0.0204039
           7    0.531528    0.510877   0.0218385
           7    0.524333    0.490131   0.0247728
           7    0.501028    0.425952   0.0261547
           7    0.391194    0.383095   0.0210539
           7    0.341583    0.299512   0.0113773
           7    0.314333    0.252754   0.0269104
           7    0.158722    0.185746  0.00942785
           7    0.142583    0.132599    0.010915
           7   0.0611389   0.0670992   0.0079523
           7     0.05125   0.0477103   0.0121128
           7   0.0259167   0.0420476  0.00419447
           7   0.0148056   0.0341548  0.00838943
           7      0.0535   0.0266151  0.00599201
           7  0.00663889   0.0116786  0.00314082
           7           0  0.00719048  0.00254692
           7           0  0.00671032  0.00359741
           7           0 0.000988095 0.000458668
           7           0           0           0
           7           0           0           0


           8  0.00277778  0.00531597  0.00219424
           8     0.01175   0.0244201  0.00456796
           8   0.0576667   0.0580625  0.00540457
           8    0.128417     0.16601   0.0133369
           8    0.199139    0.229858   0.0139836
           8    0.254167    0.246816   0.0247018
           8    0.410417    0.342205   0.0168507
           8    0.469944    0.484826   0.0174655
           8    0.532361    0.473622   0.0185631
           8    0.551667    0.534736   0.0257271
           8    0.451889    0.508649   0.0193979
           8     0.42675    0.500361   0.0214919
           8    0.420028    0.481368   0.0231743
           8    0.408083    0.423719   0.0229806
           8    0.436833    0.389813   0.0194643
           8    0.287806    0.298049   0.0100488
           8    0.278722       0.256   0.0237416
           8    0.166056    0.183285  0.00856463
           8    0.131917    0.132514  0.00955094
           8      0.1755   0.0806493   0.0144593
           8   0.0560556   0.0487535   0.0106435
           8   0.0770556   0.0464236  0.00549779
           8   0.0350278   0.0342639  0.00734147
           8   0.0148056   0.0251389   0.0054218
           8  0.00527778   0.0108785   0.0028483
           8  0.00747222  0.00722569   0.0022288
           8  0.00241667  0.00617361  0.00318752
           8           0 0.000864583 0.000417633
           8           0           0           0
           8           0           0           0


           9  0.00616667  0.00541049  0.00195247
           9   0.0538889   0.0276944  0.00510066
           9    0.151889   0.0684877   0.0109402
           9    0.213361    0.171272   0.0128509
           9    0.236111    0.230552   0.0124471
           9    0.370417    0.260549   0.0254905
           9    0.380583    0.346469   0.0155086
           9    0.460639    0.482139   0.0157303
           9    0.522528    0.479056   0.0172776
           9    0.357028    0.514991   0.0294878
           9    0.348333    0.490836   0.0240697
           9    0.356833    0.484414    0.024311
           9    0.389694    0.471182   0.0227279
           9    0.324444    0.412688   0.0229221
           9     0.52425     0.40475   0.0223088
           9    0.378611       0.307   0.0122886
           9      0.2345    0.253611   0.0212235
           9    0.170972    0.181917  0.00772149
           9    0.150528    0.134515  0.00869692
           9    0.148556   0.0881944     0.01469
           9   0.0724167   0.0513827  0.00978025
           9   0.0369444   0.0453704  0.00498679
           9   0.0480278   0.0357932  0.00668314
           9     0.03975   0.0267623  0.00505659
