#     BLOCK:       POFV:   AVE_POFV:      ERROR:
          15       0.662    0.878267   0.0961126
          15       0.284      0.4864   0.0721364
          15       0.405      0.4249   0.0802044
          15       0.093    0.241167   0.0563139
          15      0.3815      0.1496   0.0428699
          15      0.0775      0.0953   0.0480686
          15           0   0.0299667   0.0140609
          15           0   0.0263667   0.0125154


          16      0.0035   0.0865625   0.0255299
          16      0.4715    0.538844   0.0558525
          16      0.9795     1.49291    0.152248
          16       2.525     2.52622    0.137715
          16       4.966     4.00866    0.286307
          16       6.625     5.33188    0.338119
          16      7.5105     6.58928    0.315702
          16       9.006       8.197     0.39384
          16      10.981     8.88209    0.397919
          16       8.195     8.66297    0.333048
          16       10.23     9.08453    0.299633
          16      7.7955     8.16475    0.320004
          16       5.988     7.07225    0.241166
          16      6.4205     6.41784    0.192169
          16      4.0705     6.09519    0.306476
          16      4.6065     5.77066    0.485357
          16      3.8135     5.16013     0.30912
          16       3.061     3.60584     0.27701
          16       4.139     2.98775    0.257264
          16      1.3375     1.87675    0.176894
          16       1.365     1.70378    0.204743
          16       1.327     1.39647   0.0995756
          16      1.2575    0.901969   0.0929822
          16      0.7205    0.501031   0.0690958
          16       0.282    0.415969   0.0756872
          16       0.237    0.240906   0.0527949
          16       0.086    0.145625   0.0403744
          16           0   0.0893437   0.0454319
          16           0   0.0280938   0.0133063
          16           0   0.0247188   0.0118411


          17      0.0795   0.0861471   0.0240315
          17       0.418    0.531735   0.0530175
          17       1.992     1.52226    0.146096
          17      3.0945     2.55965    0.133609
          17      7.1405     4.19288    0.323349
          17       5.411     5.33653    0.318262
          17      6.1225     6.56182    0.298323
          17      8.7145     8.22744    0.371848
          17       8.698     8.87126     0.37466
          17       9.391     8.70579    0.316198
          17       8.296     9.03815    0.285575
          17       9.265     8.22947    0.307655
          17      6.0985     7.01497    0.233683
          17       7.853     6.50226    0.198544
          17      6.8455     6.13932    0.291609
          17       3.276     5.62391    0.478477
          17       4.389     5.11476    0.294246
          17      2.1015     3.51735    0.274486
          17       1.777     2.91653    0.251796
          17      0.7005     1.80756    0.179511
          17       1.251     1.67715    0.194424
          17      1.6015     1.40853   0.0944458
          17      1.0715    0.911941   0.0880458
          17       0.918    0.525559    0.069248
          17      1.0715    0.454529   0.0804605
          17      0.3205    0.245588   0.0498965
          17      0.1025    0.143088    0.038079
          17           0   0.0840882   0.0430623
          17           0   0.0264412   0.0126258
          17           0   0.0232647   0.0112335


          18       0.138   0.0890278   0.0228685
          18      0.1575    0.510944    0.053995
          18       2.143     1.55675    0.141991
          18      5.4815     2.72197    0.202011
          18      4.7595     4.22436    0.306913
          18       5.345       5.337    0.300581
          18       8.713     6.68133    0.304749
          18      9.2195     8.28256     0.35525
          18      11.149     8.99781    0.374606
          18      7.6195     8.64544    0.304336
          18       8.735     9.02131    0.270206
          18       5.215       8.062    0.333039
          18      7.6675     7.05122    0.223495
          18       5.037     6.42086    0.203519
          18      5.5465     6.10639    0.277262
          18       4.516     5.56236    0.455836
          18      3.0165     4.99819    0.300103
          18      3.1125     3.49486    0.260157
          18       2.089     2.87056    0.241968
          18       2.911     1.86886    0.179701
          18       1.656     1.67597    0.183626
          18      1.5035     1.41381   0.0893461
          18      0.1535    0.869806   0.0926899
          18      0.5175    0.525111   0.0654023
          18      1.1195    0.491472   0.0840446
          18       0.419    0.255222   0.0480455
          18      0.0595    0.138444   0.0362456
          18           0   0.0794167   0.0409226
          18           0   0.0249722   0.0120095
          18           0   0.0219722   0.0106835


          19           0   0.0843421   0.0221397
          19      0.3975    0.504974   0.0514822
          19      1.8725     1.57337    0.135487
          19       5.446     2.86534    0.236853
          19      3.1545     4.16805     0.29588
          19       6.054     5.37474     0.28712
          19      6.5615     6.67503    0.288775
          19       7.704     8.25211    0.337856
          19     10.7365     9.08932    0.365896
          19       8.287     8.62658    0.288903
          19      9.8595     9.06542    0.259561
          19       7.765     8.04637    0.315878
          19      7.1985     7.05897    0.211866
          19      7.0585     6.45442    0.195555
          19      5.6785     6.08387    0.263582
          19       5.493     5.55871     0.43186
          19      3.0435     4.89532    0.301426
          19      2.0745     3.42011     0.25698
          19      2.2195     2.83629    0.231646
          19      3.1815     1.93795    0.183042
          19      0.8985     1.63505    0.178463
          19       0.474     1.36434   0.0973777
          19      0.6905    0.860368   0.0882906
          19      0.6955    0.534079   0.0625719
          19      0.7095    0.502947   0.0804008
          19      0.4655    0.266289   0.0467741
          19       0.281    0.145947   0.0351059
          19           0   0.0752368   0.0389816
          19           0   0.0236579   0.0114491
          19           0   0.0208158   0.0101836


          20      0.0545     0.08285   0.0210829
          20      0.3905     0.49925   0.0492253
          20      1.3425     1.56183    0.129203
          20       5.137     2.97892     0.25077
          20       3.079      4.1136    0.286053
          20      4.2875     5.32038    0.277862
          20      7.5635     6.71945    0.277732
          20       7.006      8.1898    0.326657
          20      9.3035     9.10002    0.347758
          20      12.357      8.8131    0.329207
          20     10.8415     9.15422    0.261333
          20      6.1435     7.95122    0.314086
          20       7.361     7.07407     0.20181
          20      8.0185     6.53263    0.200806
          20        4.78     6.01867     0.25834
          20      4.4495     5.50325    0.413812
          20         3.6     4.83055     0.29323
          20      4.3075     3.46447    0.247932
          20      3.1935     2.85415    0.220751
          20       1.362     1.90915     0.17614
          20      0.7095     1.58877    0.175437
          20      0.7815      1.3352   0.0967712
          20       0.775      0.8561   0.0839792
          20      0.5725       0.536   0.0594728
          20      0.0855    0.482075   0.0790436
          20       0.376    0.271775   0.0447559
          20       0.072     0.14225   0.0335447
          20       0.038    0.073375    0.037077
          20       0.012    0.023075   0.0108915
          20           0    0.019775   0.0097275


