#     BLOCK:       POFV:   AVE_POFV:      ERROR:
          18   0.0440694   0.0391145  0.00284179
          18   0.0494907   0.0494167  0.00278316
          18   0.0806759   0.0618642  0.00282175
          18   0.0853657   0.0766903  0.00328936
          18    0.103231    0.083313  0.00346857
          18   0.0705509   0.0800504  0.00281793
          18   0.0808796   0.0835306  0.00250191
          18    0.048287   0.0746481   0.0030837
          18   0.0709954   0.0652891   0.0020694
          18   0.0466389   0.0594524  0.00188443
          18   0.0513565   0.0565406  0.00256724
          18   0.0418148   0.0515033  0.00422071
          18   0.0279306   0.0462796  0.00277873
          18   0.0288194   0.0323598  0.00240886
          18   0.0193426   0.0265792  0.00224044
          18   0.0269537   0.0173043   0.0016639
          18   0.0153333   0.0155183  0.00170024
          18   0.0139213   0.0130908 0.000827278
          18   0.0014213  0.00805376  0.00085824
          18  0.00479167  0.00486214 0.000605577
          18   0.0103657  0.00455067 0.000778191
          18  0.00387963  0.00236317 0.000444866
          18 0.000550926  0.00128189 0.000335607
          18           0  0.00073534 0.000378913
          18           0 0.000231224 0.000111199
          18           0 0.000203447 9.89217e-05


          19           0 0.000780945 0.000204997
          19  0.00368056  0.00467568 0.000476687
          19    0.017338   0.0145682  0.00125451
          19   0.0504259   0.0265309  0.00219308
          19   0.0292083   0.0385931  0.00273963
          19   0.0560556   0.0497661  0.00265852
          19   0.0607546   0.0618058  0.00267384
          19   0.0713333   0.0764084  0.00312829
          19    0.099412   0.0841603  0.00338793
          19   0.0767315   0.0798757  0.00267502
          19   0.0912917   0.0839391  0.00240334
          19   0.0718981   0.0745034  0.00292479
          19   0.0666528   0.0653609  0.00196173
          19   0.0653565   0.0597632  0.00181069
          19   0.0525787   0.0563321  0.00244058
          19   0.0508611   0.0514695   0.0039987
          19   0.0281806    0.045327  0.00279098
          19   0.0192083   0.0316676  0.00237945
          19   0.0205509   0.0262619  0.00214487
          19   0.0294583    0.017944  0.00169483
          19  0.00831944   0.0151394  0.00165243
          19  0.00438889   0.0126328 0.000901645
          19  0.00639352  0.00796637 0.000817506
          19  0.00643981  0.00494518  0.00057937
          19  0.00656944  0.00465692 0.000744452
          19  0.00431019  0.00246564 0.000433094
          19  0.00260185  0.00135136 0.000325055
          19           0 0.000696637 0.000360941
          19           0 0.000219055  0.00010601
          19           0 0.000192739  9.4293e-05


          20  0.00050463  0.00076713 0.000195212
          20  0.00361574  0.00462269  0.00045579
          20   0.0124306   0.0144613  0.00119633
          20   0.0475648   0.0275826  0.00232194
          20   0.0285093   0.0380889  0.00264864
          20   0.0396991   0.0492627   0.0025728
          20   0.0700324   0.0622171  0.00257159
          20   0.0648704   0.0758315   0.0030246
          20   0.0861435   0.0842595  0.00321998
          20    0.114417   0.0816028  0.00304822
          20    0.100384   0.0847613  0.00241975
          20   0.0568843   0.0736225   0.0029082
          20   0.0681574   0.0655007  0.00186862
          20   0.0742454   0.0604873  0.00185932
          20   0.0442593   0.0557285  0.00239203
          20   0.0411991    0.050956   0.0038316
          20   0.0333333   0.0447273   0.0027151
          20   0.0398843   0.0320785  0.00229567
          20   0.0295694   0.0264273    0.002044
          20   0.0126111   0.0176773  0.00163093
          20  0.00656944   0.0147109  0.00162442
          20  0.00723611    0.012363  0.00089603
          20  0.00717593  0.00792685 0.000777585
          20  0.00530093  0.00496296 0.000550674
          20 0.000791667  0.00446366 0.000731885
          20  0.00348148  0.00251644 0.000414407
          20 0.000666667  0.00131713 0.000310599
          20 0.000351852 0.000679398 0.000343305
          20 0.000111111 0.000213657 0.000100847
          20           0 0.000183102 9.00695e-05


