#     BLOCK:       POFV:   AVE_POFV:      ERROR:
          12       0.329    0.339986   0.0182496
          12    0.410833    0.463854   0.0259742
          12      0.4685    0.520454   0.0217482
          12    0.385056    0.518407   0.0252986
          12      0.5005    0.525333   0.0198387
          12    0.536722    0.477637   0.0247004
          12    0.483917    0.409289   0.0193891
          12    0.591611    0.364664   0.0206695
          12    0.409639      0.3235   0.0250905
          12    0.236278    0.289095   0.0346117
          12    0.252556    0.269611   0.0192127
          12      0.1545    0.209593   0.0165368
          12    0.129389    0.178012   0.0155189
          12   0.0323056   0.0966991    0.013388
          12   0.0634444    0.100081   0.0141778
          12   0.0157778   0.0701759   0.0107222
          12  0.00394444   0.0464606  0.00821325
          12 0.000333333   0.0234699  0.00568382
          12   0.0334444    0.022213  0.00547429
          12   0.0318889    0.018581  0.00465171
          12   0.0165556   0.0129398  0.00478451
          12   0.0202778  0.00927315  0.00456356
          12           0  0.00105093 0.000818678
          12           0  0.00305556  0.00216903


          13  0.00819444  0.00402778  0.00115562
          13   0.0154722   0.0250342  0.00409392
          13   0.0554444   0.0670812  0.00473258
          13       0.104    0.125269   0.0090828
          13    0.191583    0.190301   0.0151203
          13    0.239417    0.287739   0.0216666
          13    0.390722    0.343889   0.0172581
          13    0.411528    0.459829   0.0242861
          13    0.631194    0.528972   0.0216795
          13    0.603972    0.524989   0.0241936
          13    0.393389    0.515184   0.0207471
          13    0.446028    0.475205   0.0229197
          13    0.538444    0.419224   0.0202839
          13    0.522833    0.376831   0.0223758
          13    0.357639    0.326126   0.0232975
          13    0.220361    0.283808   0.0323506
          13    0.284528    0.270759    0.017769
          13    0.147694    0.204831   0.0159355
          13    0.126972    0.174085   0.0148134
          13      0.0865   0.0959145   0.0123811
          13   0.0711944    0.097859   0.0132601
          13   0.0340833   0.0673996   0.0102505
          13      0.0295    0.045156  0.00768438
          13  0.00977778   0.0224167   0.0053433
          13   0.0346111   0.0231667  0.00513559
          13   0.0114722   0.0180342  0.00432591
          13  0.00755556   0.0125256  0.00443436
          13   0.0215278   0.0102158  0.00430878
          13  0.00361111  0.00124786  0.00077903
          13     0.00075  0.00287821  0.00200942


          14  0.00747222  0.00427381  0.00109895
          14   0.0340833   0.0256806  0.00385219
          14   0.0304444   0.0644643  0.00506666
          14   0.0908611    0.122812  0.00876024
          14    0.196556    0.190748   0.0140469
          14    0.208028    0.282046   0.0208537
          14    0.344083    0.343903   0.0160254
          14    0.555833    0.466687   0.0234996
          14    0.480833    0.525534   0.0204018
          14    0.565667    0.527895   0.0226393
          14    0.357417    0.503915   0.0221149
          14    0.548333    0.480429   0.0218697
          14    0.519278    0.426371   0.0200546
          14    0.463167    0.382998   0.0216106
          14    0.396444    0.331149   0.0221682
          14    0.364306    0.289558   0.0305465
          14    0.320528    0.274313   0.0168516
          14    0.163667    0.201891    0.015066
          14    0.116222    0.169952   0.0143203
          14   0.0751667   0.0944325   0.0115851
          14   0.0448056   0.0940694   0.0128431
          14   0.0376111   0.0652718  0.00973668
          14   0.0168611   0.0431349   0.0073965
          14   0.0567778    0.024871   0.0054965
          14  0.00555556   0.0219087  0.00492042
          14           0    0.016746  0.00420434
          14           0    0.011631  0.00420691
          14           0  0.00948611  0.00406233
          14           0  0.00115873 0.000728466
          14           0  0.00267262  0.00187637


          15           0  0.00398889  0.00106198
          15   0.0100278    0.024637  0.00373404
          15   0.0564444   0.0639296  0.00475701
          15     0.13575    0.123674  0.00821858
          15    0.203306    0.191585   0.0131353
          15    0.178611     0.27515    0.020572
          15    0.295278    0.340661   0.0152813
          15    0.520083    0.470246   0.0222009
          15    0.411167    0.517909   0.0204167
          15    0.623778    0.534287    0.022014
          15    0.466778    0.501439   0.0207787
          15    0.634778    0.490719   0.0227038
          15    0.498444    0.431176   0.0192846
          15    0.493389    0.390357   0.0213863
          15    0.358556    0.332976   0.0207655
          15    0.253528    0.287156   0.0286044
          15    0.305583    0.276398   0.0158566
          15    0.211944    0.202561   0.0140765
          15    0.131889    0.167415   0.0135886
          15   0.0592222   0.0920852    0.011048
          15   0.0249444   0.0894611   0.0127869
          15   0.0326944      0.0631  0.00932664
          15   0.0714722   0.0450241  0.00714059
          15   0.0156944   0.0242593    0.005164
          15  0.00208333    0.020587   0.0047666
          15 0.000555556   0.0156667  0.00406023
          15 0.000861111    0.010913  0.00398725
          15  0.00313889  0.00906296  0.00381348
          15           0  0.00108148 0.000683985
          15           0  0.00249444  0.00175972


          16  0.00472222  0.00403472 0.000996596
          16   0.0273333   0.0248056  0.00350446
          16   0.0842778   0.0652014  0.00462657
          16    0.171944    0.126691  0.00824006
          16     0.18675    0.191283   0.0123178
          16    0.159306     0.26791   0.0205208
          16    0.351889    0.341363   0.0143424
          16    0.436389     0.46813    0.020914
          16    0.514694    0.517708   0.0191417
          16    0.533111    0.534214   0.0206382
          16    0.544583    0.504135   0.0196542
          16    0.516972    0.492359    0.021344
          16    0.510583    0.436139   0.0187071
          16    0.478722     0.39588   0.0207505
          16    0.373778    0.335526   0.0196236
          16     0.26275     0.28563   0.0268572
          16    0.341778    0.280484   0.0153831
          16    0.205611    0.202752    0.013198
          16   0.0894444    0.162542    0.013585
          16   0.0318333   0.0883194   0.0109805
          16     0.03525   0.0860729   0.0124285
          16   0.0558611   0.0626476  0.00875469
          16   0.0278889   0.0439531  0.00677413
          16   0.0350278   0.0249323  0.00488491
          16   0.0133333   0.0201337  0.00449019
          16  0.00616667   0.0150729  0.00384964
          16           0   0.0102309  0.00379593
          16           0  0.00849653  0.00361696
          16           0  0.00101389 0.000644567
          16           0  0.00233854  0.00165663


          17 0.000555556  0.00383007 0.000958756
          17  0.00580556   0.0236879  0.00347197
          17   0.0385278   0.0636324  0.00461281
          17    0.188139    0.130306   0.0085113
          17     0.19275    0.191369   0.0115936
          17    0.334917    0.271851   0.0196886
          17    0.308278    0.339417   0.0136301
          17    0.425083    0.465598   0.0198364
          17    0.535639    0.518763   0.0180447
          17       0.591    0.537554   0.0196927
          17    0.575056    0.508307   0.0189357
          17    0.506889    0.493214   0.0201056
          17    0.610583      0.4464   0.0202262
          17    0.310111    0.390835   0.0201339
          17     0.29125    0.332922   0.0186413
          17     0.30325    0.286667   0.0252974
          17    0.242944    0.278276   0.0146358
          17    0.209833    0.203168   0.0124283
          17    0.130028    0.160629   0.0129198
          17   0.0823889   0.0879706   0.0103402
          17   0.0268611   0.0825899   0.0121757
          17   0.0345556   0.0609951  0.00839422
          17  0.00661111   0.0417565  0.00672236
          17   0.0396389   0.0257974  0.00467353
          17  0.00930556   0.0194967    0.004271
          17           0   0.0141863  0.00372389
          17           0  0.00962908  0.00362003
          17           0  0.00799673  0.00343856
          17           0 0.000954248 0.000609405
          17           0  0.00220098  0.00156488


          18  0.00436111  0.00385957 0.000905946
          18   0.0261944   0.0238272  0.00328187
          18   0.0521944   0.0629969  0.00440009
          18       0.217    0.135122  0.00930189
          18    0.272639    0.195884   0.0117959
          18    0.354556    0.276446   0.0191234
          18    0.388306    0.342133   0.0131407
          18      0.5355    0.469481   0.0191108
          18    0.393667    0.511813   0.0183318
          18    0.377278     0.52865   0.0205132
          18    0.566139     0.51152   0.0181542
          18    0.453944    0.491032   0.0191066
          18    0.454944    0.446875    0.019108
          18    0.341806    0.388111   0.0191987
          18    0.382889    0.335698   0.0178111
          18    0.326278    0.288867   0.0239875
          18    0.263917    0.277478   0.0138444
          18    0.202472     0.20313   0.0117379
          18    0.121111    0.158434   0.0123872
          18    0.103889   0.0888549  0.00980345
          18   0.0373056   0.0800741   0.0117563
          18   0.0393056   0.0597901  0.00801389
          18   0.0529167   0.0423765  0.00637743
          18  0.00405556   0.0245895  0.00456732
          18  0.00355556   0.0186111  0.00412452
          18   0.0126389   0.0141003    0.003518
          18   0.0111389  0.00971296  0.00341989
          18           0  0.00755247   0.0032761
          18           0 0.000901235  0.00057785
          18           0   0.0020787  0.00148271


          19 8.33333e-05  0.00366082 0.000879795
          19   0.0423333   0.0248012  0.00325046
          19   0.0734722   0.0635482  0.00420291
          19     0.17725    0.137339  0.00907273
          19    0.262167    0.199373   0.0116795
          19    0.265472    0.275868   0.0181256
          19    0.397472    0.345045   0.0127678
          19    0.523861    0.472344    0.018318
          19    0.433194    0.507675   0.0178278
          19    0.504333     0.52737   0.0194734
          19    0.535389    0.512776   0.0172421
          19    0.462583    0.489535   0.0181596
          19    0.386833    0.443715   0.0183618
          19    0.420167    0.389798   0.0182622
          19    0.388611    0.338482     0.01709
          19    0.317972    0.290399   0.0227739
          19    0.158306    0.271206    0.014467
          19        0.16     0.20086   0.0113374
          19    0.119861    0.156404   0.0119004
          19   0.0745833   0.0881038  0.00931621
          19    0.123778   0.0823743   0.0113604
          19       0.049   0.0592222   0.0076122
          19   0.0488889   0.0427193  0.00605098
          19   0.0246389   0.0245921  0.00432693
          19      0.0265   0.0190263  0.00392828
          19   0.0144722   0.0141199   0.0033329
          19  0.00716667  0.00957895  0.00324252
          19  0.00161111  0.00723977  0.00311856
          19           0 0.000853801  0.00054938
          19           0   0.0019693  0.00140871


          20   0.0191389  0.00443472  0.00112586
          20   0.0356111   0.0253417  0.00313256
          20   0.0653611   0.0636389  0.00399374
          20    0.207389    0.140842  0.00927054
          20    0.298472    0.204328   0.0121011
          20    0.262889    0.275219    0.017231
          20    0.296583    0.342622   0.0123572
          20     0.42075    0.469764   0.0175828
